Country Name,Country Code,Region,IncomeGroup,Year,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Ethiopia,ETH,Sub-Saharan Africa,Low income,1964,47.79,22.89,,,,,,40.81,24.40,
Ethiopia,ETH,Sub-Saharan Africa,Low income,1963,47.83,23.34,,,,,,40.29,23.80,
Ethiopia,ETH,Sub-Saharan Africa,Low income,1962,47.84,23.84,,,,,,39.71,23.22,
Ethiopia,ETH,Sub-Saharan Africa,Low income,1961,47.84,24.40,,,,,,39.08,22.67,
Ethiopia,ETH,Sub-Saharan Africa,Low income,1960,47.82,25.00,,,,,,38.42,,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2018,,,,,,,,,34.74,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2017,13.10,8.90,,,,97.58,,82.40,34.62,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2016,13.60,7.70,,2689160000.00,55822.90,95.11,,82.20,34.51,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2015,12.40,7.70,,2518100000.00,52404.70,94.20,,81.95,34.42,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2014,13.20,8.10,,2850740000.00,59440.00,93.30,,81.70,34.36,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2013,13.00,7.60,,2627050000.00,54853.60,90.00,,81.39,34.31,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2012,12.90,8.50,,2366300000.00,49459.70,85.34,,81.14,34.27,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2011,12.00,8.00,,2490810000.00,52083.90,80.73,,80.89,34.26,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2010,13.20,7.20,,2320420000.00,48530.20,75.20,,80.59,34.25,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2009,12.60,7.90,,2268390000.00,47447.90,75.18,,80.39,34.25,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2008,13.80,7.90,,2432420000.00,50866.10,75.57,,80.14,34.26,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2007,14.00,7.90,,2290130000.00,47885.70,75.98,,79.89,34.26,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2006,13.70,8.70,,1984450000.00,41522.50,69.36,,79.69,34.24,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2005,14.70,8.60,,1727790000.00,36205.40,67.90,,79.44,34.18,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2004,14.80,7.90,,1688240000.00,35467.20,66.53,,79.19,34.10,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2003,14.70,8.50,,1494010000.00,31498.00,58.91,,78.99,33.98,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2002,15.00,8.30,,1262670000.00,26732.80,53.30,,78.79,33.83,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2001,13.60,7.70,,1147650000.00,24419.70,43.25,,78.64,33.67,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,2000,15.10,7.70,,1058700000.00,22653.30,32.92,,78.43,33.48,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1999,13.90,8.90,,1120280000.00,24125.30,22.30,,78.28,33.26,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1998,14.00,8.50,,1107880000.00,24034.20,11.34,,78.03,33.02,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1997,15.10,8.60,,,,4.60,,77.82,32.81,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1996,15.50,9.10,,,,2.32,,77.57,32.68,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1995,14.80,8.40,,,,0.00,,77.37,32.68,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1994,15.00,8.00,,,,,,77.07,32.85,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1993,16.60,8.40,,,,,,76.81,33.14,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1992,17.20,8.50,,,,,,76.61,33.48,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1991,18.30,8.40,,,,,,76.41,33.75,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1990,19.90,7.50,,,,0.00,,76.11,33.86,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1989,19.50,7.80,,,,,,75.91,33.79,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1988,18.40,9.00,,,,,,75.71,33.55,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1987,16.80,8.00,,,,,,75.47,33.20,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1986,17.20,8.10,,,,,,75.21,32.82,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1985,16.30,7.50,,,,,,,32.47,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1984,15.40,7.80,,,,,,,32.16,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1983,15.40,8.10,,,,,,,31.87,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1982,16.40,7.10,,,,,,,31.60,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1981,17.20,6.70,,,,,,,31.32,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1980,17.10,7.10,,,,,,,31.04,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1979,18.40,6.30,,,,,,,30.76,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1978,17.50,7.10,,,,,,75.99,30.47,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1977,18.20,6.50,,,,,,,30.18,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1976,18.30,7.00,,,,,,,29.89,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1975,19.20,6.90,,,,,,,29.58,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1974,19.90,7.60,,,,,,,29.26,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1973,20.50,7.70,,,,,,74.50,28.93,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1972,20.50,6.90,,,,,,,28.60,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1971,20.20,8.00,,,,,,,28.27,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1970,21.10,7.40,,,,,,,27.94,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1969,,,,,,,,,27.63,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1968,,,,,,,,,27.31,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1967,,,,,,,,,27.01,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1966,,,,,,,,,26.70,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1965,,,,,,,,,26.39,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1964,,,,,,,,,26.08,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1963,,,,,,,,,25.77,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1962,,,,,,,,,25.45,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1961,,,,,,,,,25.13,
Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,1960,,,,,,,,,,
Fiji,FJI,East Asia & Pacific,Upper middle income,2018,,,,5479500000.00,6202.16,,21.60,,48.36,4.15
Fiji,FJI,East Asia & Pacific,Upper middle income,2017,21.56,8.18,,5270340000.00,6006.36,49.97,21.40,67.25,48.03,4.14
Fiji,FJI,East Asia & Pacific,Upper middle income,2016,21.80,8.17,,4926740000.00,5647.35,46.51,21.10,67.18,47.75,4.32
Fiji,FJI,East Asia & Pacific,Upper middle income,2015,21.98,8.17,,4682550000.00,5390.75,42.50,20.80,67.10,47.54,4.55
Fiji,FJI,East Asia & Pacific,Upper middle income,2014,22.11,8.17,,4856960000.00,5605.57,37.40,20.60,67.03,47.42,4.53
Fiji,FJI,East Asia & Pacific,Upper middle income,2013,22.19,8.17,,4190140000.00,4840.69,35.20,20.40,66.95,47.38,4.36
Fiji,FJI,East Asia & Pacific,Upper middle income,2012,22.23,8.14,,3972010000.00,4591.56,33.74,20.30,66.86,47.35,4.52
Fiji,FJI,East Asia & Pacific,Upper middle income,2011,22.26,8.09,,3774530000.00,4371.46,28.00,20.20,66.76,47.26,4.41
Fiji,FJI,East Asia & Pacific,Upper middle income,2010,22.29,8.01,,3140510000.00,3652.53,20.00,20.20,66.66,47.06,4.35
Fiji,FJI,East Asia & Pacific,Upper middle income,2009,22.35,7.90,,2870620000.00,3362.82,17.00,20.20,66.56,46.72,4.16
Fiji,FJI,East Asia & Pacific,Upper middle income,2008,22.46,7.77,,3523190000.00,4167.67,13.00,20.20,66.48,46.27,3.62
Fiji,FJI,East Asia & Pacific,Upper middle income,2007,22.61,7.63,,3405050000.00,4072.10,10.90,20.00,66.41,45.77,3.76
Fiji,FJI,East Asia & Pacific,Upper middle income,2006,22.83,7.48,,3102740000.00,3747.86,9.60,19.80,66.36,45.31,3.83
Fiji,FJI,East Asia & Pacific,Upper middle income,2005,23.09,7.34,,3006730000.00,3659.58,8.45,19.50,66.31,44.97,3.89
Fiji,FJI,East Asia & Pacific,Upper middle income,2004,23.40,7.22,,2727510000.00,3334.93,7.41,19.30,66.25,44.77,4.06
Fiji,FJI,East Asia & Pacific,Upper middle income,2003,23.73,7.11,,2315940000.00,2837.89,6.73,19.10,66.15,44.67,4.07
Fiji,FJI,East Asia & Pacific,Upper middle income,2002,24.06,7.03,,1842690000.00,2260.26,6.15,19.00,66.02,44.62,4.16
Fiji,FJI,East Asia & Pacific,Upper middle income,2001,24.39,6.97,,1660100000.00,2039.63,1.86,19.10,65.86,44.55,4.15
Fiji,FJI,East Asia & Pacific,Upper middle income,2000,24.74,6.94,,1684110000.00,2076.57,1.50,19.30,65.69,44.39,4.15
Fiji,FJI,East Asia & Pacific,Upper middle income,1999,25.11,6.92,,1942170000.00,2408.74,0.94,19.60,65.51,44.13,4.12
Fiji,FJI,East Asia & Pacific,Upper middle income,1998,25.51,6.90,,1656780000.00,2070.57,0.63,19.90,65.36,43.80,3.84
Fiji,FJI,East Asia & Pacific,Upper middle income,1997,25.95,6.88,,2093990000.00,2641.48,0.22,20.20,65.25,43.39,4.03
Fiji,FJI,East Asia & Pacific,Upper middle income,1996,26.42,6.85,,2129270000.00,2714.56,0.06,20.60,65.18,42.93,4.12
Fiji,FJI,East Asia & Pacific,Upper middle income,1995,26.90,6.82,,1970350000.00,2540.99,0.01,21.00,65.15,42.44,4.14
Fiji,FJI,East Asia & Pacific,Upper middle income,1994,27.36,6.77,,1825290000.00,2384.10,0.01,21.50,65.17,41.91,4.11
Fiji,FJI,East Asia & Pacific,Upper middle income,1993,27.79,6.71,,1635430000.00,2166.23,0.01,22.10,65.22,41.32,3.96
Fiji,FJI,East Asia & Pacific,Upper middle income,1992,28.18,6.66,,1531800000.00,2057.58,,22.80,65.28,40.75,3.87
Fiji,FJI,East Asia & Pacific,Upper middle income,1991,28.54,6.61,,1383840000.00,1881.75,,23.50,65.34,40.25,3.69
Fiji,FJI,East Asia & Pacific,Upper middle income,1990,28.89,6.56,,1337020000.00,1835.13,0.00,24.40,65.38,39.88,
Fiji,FJI,East Asia & Pacific,Upper middle income,1989,29.28,6.52,,1182690000.00,1632.21,,25.30,65.39,39.66,
Fiji,FJI,East Asia & Pacific,Upper middle income,1988,29.73,6.49,,1109980000.00,1535.39,,26.10,65.37,39.57,
Fiji,FJI,East Asia & Pacific,Upper middle income,1987,30.26,6.48,,1177910000.00,1631.94,,27.10,65.30,39.51,
Fiji,FJI,East Asia & Pacific,Upper middle income,1986,30.86,6.48,,1290230000.00,1795.38,,28.00,65.19,39.33,
Fiji,FJI,East Asia & Pacific,Upper middle income,1985,31.49,6.49,,1141210000.00,1603.33,,29.00,65.04,38.96,
Fiji,FJI,East Asia & Pacific,Upper middle income,1984,32.12,6.53,,1178000000.00,1681.69,,30.10,64.86,38.34,
Fiji,FJI,East Asia & Pacific,Upper middle income,1983,32.68,6.59,,1123110000.00,1638.38,,31.20,64.65,37.52,
Fiji,FJI,East Asia & Pacific,Upper middle income,1982,33.15,6.66,,1194020000.00,1786.70,,32.60,64.44,36.58,
Fiji,FJI,East Asia & Pacific,Upper middle income,1981,33.50,6.74,,1235900000.00,1898.40,,34.00,64.22,35.63,
Fiji,FJI,East Asia & Pacific,Upper middle income,1980,33.70,6.83,,1202570000.00,1892.89,,35.50,64.00,34.77,
Fiji,FJI,East Asia & Pacific,Upper middle income,1979,33.76,6.91,,1019740000.00,1640.55,,37.10,63.78,34.02,
Fiji,FJI,East Asia & Pacific,Upper middle income,1978,33.70,6.98,,829239000.00,1360.79,,38.60,63.55,33.35,
Fiji,FJI,East Asia & Pacific,Upper middle income,1977,33.56,7.04,,719533000.00,1202.64,,40.00,63.33,32.75,
Fiji,FJI,East Asia & Pacific,Upper middle income,1976,33.39,7.08,,694552000.00,1182.10,,41.10,63.11,32.16,
Fiji,FJI,East Asia & Pacific,Upper middle income,1975,33.23,7.10,,684268000.00,1186.68,,42.10,62.91,31.56,
Fiji,FJI,East Asia & Pacific,Upper middle income,1974,33.11,7.09,,558590000.00,987.93,,42.80,62.75,30.95,
Fiji,FJI,East Asia & Pacific,Upper middle income,1973,33.09,7.08,,425963000.00,768.70,,43.40,62.63,30.33,
Fiji,FJI,East Asia & Pacific,Upper middle income,1972,33.19,7.05,,316651000.00,583.32,,43.80,62.56,29.71,
Fiji,FJI,East Asia & Pacific,Upper middle income,1971,33.44,7.02,,247749000.00,466.01,,44.20,62.51,29.10,
Fiji,FJI,East Asia & Pacific,Upper middle income,1970,33.89,7.00,,219878000.00,422.39,,44.60,62.49,28.49,
Fiji,FJI,East Asia & Pacific,Upper middle income,1969,34.56,6.99,,182182000.00,357.43,,45.10,62.48,27.90,
Fiji,FJI,East Asia & Pacific,Upper middle income,1968,35.42,7.01,,166953000.00,334.62,,45.80,62.46,27.31,
Fiji,FJI,East Asia & Pacific,Upper middle income,1967,36.45,7.06,,162626000.00,333.26,,46.60,62.40,26.71,
Fiji,FJI,East Asia & Pacific,Upper middle income,1966,37.61,7.14,,150604000.00,316.13,,47.60,62.30,26.08,
Fiji,FJI,East Asia & Pacific,Upper middle income,1965,38.88,7.26,,147085000.00,317.02,,48.80,62.16,25.40,
Fiji,FJI,East Asia & Pacific,Upper middle income,1964,40.23,7.43,,140033000.00,310.81,,50.10,61.97,24.66,
Fiji,FJI,East Asia & Pacific,Upper middle income,1963,41.62,7.63,,129455000.00,296.72,,51.60,61.74,23.88,
Fiji,FJI,East Asia & Pacific,Upper middle income,1962,42.98,7.86,,122906000.00,291.48,,53.30,61.48,23.08,
Fiji,FJI,East Asia & Pacific,Upper middle income,1961,44.26,8.14,,116988000.00,287.26,,55.20,61.17,22.29,
Fiji,FJI,East Asia & Pacific,Upper middle income,1960,45.40,8.45,,112328000.00,285.47,,57.30,60.81,,
Finland,FIN,Europe & Central Asia,High income: OECD,2018,,,,274000000000.00,49648.10,88.89,1.40,,18.16,7.76
Finland,FIN,Europe & Central Asia,High income: OECD,2017,9.10,9.80,,252000000000.00,45810.00,87.47,1.50,81.43,18.12,8.64
Finland,FIN,Europe & Central Asia,High income: OECD,2016,9.60,9.80,,239000000000.00,43493.40,87.70,1.60,81.43,18.08,8.82
Finland,FIN,Europe & Central Asia,High income: OECD,2015,10.10,9.60,,233000000000.00,42494.70,86.42,1.80,81.48,18.03,9.38
Finland,FIN,Europe & Central Asia,High income: OECD,2014,10.50,9.60,15250.00,273000000000.00,49914.60,86.53,1.90,81.18,17.97,8.66
Finland,FIN,Europe & Central Asia,High income: OECD,2013,10.70,9.50,15510.80,270000000000.00,49638.10,91.51,2.10,80.98,17.90,8.19
Finland,FIN,Europe & Central Asia,High income: OECD,2012,11.00,9.60,15689.20,257000000000.00,47415.60,89.88,2.20,80.63,17.82,7.69
Finland,FIN,Europe & Central Asia,High income: OECD,2011,11.10,9.40,15711.00,274000000000.00,50790.70,88.71,2.40,80.47,17.73,7.78
Finland,FIN,Europe & Central Asia,High income: OECD,2010,11.40,9.50,16484.10,248000000000.00,46202.40,86.89,2.50,79.87,17.65,8.39
Finland,FIN,Europe & Central Asia,High income: OECD,2009,11.30,9.30,15243.10,251000000000.00,47107.20,82.49,2.60,79.72,17.57,8.25
Finland,FIN,Europe & Central Asia,High income: OECD,2008,11.20,9.20,16349.20,284000000000.00,53401.30,83.67,2.70,79.57,17.48,6.37
Finland,FIN,Europe & Central Asia,High income: OECD,2007,11.10,9.30,17160.90,255000000000.00,48288.50,80.78,2.90,79.26,17.39,6.85
Finland,FIN,Europe & Central Asia,High income: OECD,2006,11.20,9.10,17215.00,217000000000.00,41120.70,79.66,3.00,79.21,17.32,7.72
Finland,FIN,Europe & Central Asia,High income: OECD,2005,11.00,9.10,16117.90,204000000000.00,38969.20,74.48,3.10,78.82,17.22,8.38
Finland,FIN,Europe & Central Asia,High income: OECD,2004,11.00,9.10,16777.60,197000000000.00,37636.10,72.39,3.20,78.71,17.16,10.36
Finland,FIN,Europe & Central Asia,High income: OECD,2003,10.90,9.40,16445.60,171000000000.00,32816.20,69.22,3.30,78.37,17.11,10.47
Finland,FIN,Europe & Central Asia,High income: OECD,2002,10.70,9.50,16140.10,140000000000.00,26834.00,62.43,3.30,78.12,17.07,10.42
Finland,FIN,Europe & Central Asia,High income: OECD,2001,10.80,9.40,15709.90,129000000000.00,24913.20,43.11,3.40,77.97,17.03,10.29
Finland,FIN,Europe & Central Asia,High income: OECD,2000,11.00,9.50,15305.40,126000000000.00,24253.30,37.25,3.50,77.47,16.99,11.13
Finland,FIN,Europe & Central Asia,High income: OECD,1999,11.10,9.60,15075.90,135000000000.00,26178.80,32.30,3.60,77.29,16.96,11.69
Finland,FIN,Europe & Central Asia,High income: OECD,1998,11.10,9.60,14846.40,134000000000.00,25989.40,25.45,3.70,77.09,16.92,13.21
Finland,FIN,Europe & Central Asia,High income: OECD,1997,11.50,9.60,14454.90,127000000000.00,24676.50,19.46,3.90,76.88,16.87,14.97
Finland,FIN,Europe & Central Asia,High income: OECD,1996,11.80,9.60,13721.90,132000000000.00,25777.60,16.78,4.00,76.69,16.82,15.57
Finland,FIN,Europe & Central Asia,High income: OECD,1995,12.30,9.60,13591.40,134000000000.00,26273.50,13.90,4.20,76.41,16.77,17.01
Finland,FIN,Europe & Central Asia,High income: OECD,1994,12.80,9.40,13603.30,103000000000.00,20305.60,4.92,4.50,76.40,16.71,16.43
Finland,FIN,Europe & Central Asia,High income: OECD,1993,12.80,10.10,13012.70,89255800000.00,17617.00,2.57,4.70,75.71,16.63,16.20
Finland,FIN,Europe & Central Asia,High income: OECD,1992,13.20,9.90,12514.10,113000000000.00,22337.50,1.89,5.00,75.46,16.55,11.60
Finland,FIN,Europe & Central Asia,High income: OECD,1991,13.00,9.80,12470.70,128000000000.00,25503.20,1.40,5.30,75.23,16.46,6.50
Finland,FIN,Europe & Central Asia,High income: OECD,1990,13.10,10.00,12485.70,142000000000.00,28380.50,0.40,5.50,74.81,16.37,
Finland,FIN,Europe & Central Asia,High income: OECD,1989,12.80,9.90,12034.80,119000000000.00,23983.80,,5.70,74.79,16.30,
Finland,FIN,Europe & Central Asia,High income: OECD,1988,12.80,9.90,11778.30,109000000000.00,22056.70,,5.80,74.58,16.24,
Finland,FIN,Europe & Central Asia,High income: OECD,1987,12.10,9.70,11358.40,91642100000.00,18580.70,,5.90,74.59,16.19,
Finland,FIN,Europe & Central Asia,High income: OECD,1986,12.30,9.60,10622.90,73586700000.00,14962.30,,6.00,74.56,16.15,
Finland,FIN,Europe & Central Asia,High income: OECD,1985,12.80,9.80,10482.80,55914200000.00,11405.90,,6.00,74.22,16.09,
Finland,FIN,Europe & Central Asia,High income: OECD,1984,13.30,9.20,9808.47,52926400000.00,10841.60,,6.10,74.52,16.03,
Finland,FIN,Europe & Central Asia,High income: OECD,1983,13.80,9.30,9124.16,51014100000.00,10505.80,,6.30,74.20,15.94,
Finland,FIN,Europe & Central Asia,High income: OECD,1982,13.70,9.00,8533.16,52832100000.00,10945.30,,6.50,74.30,15.85,
Finland,FIN,Europe & Central Asia,High income: OECD,1981,13.20,9.30,8493.61,52485500000.00,10934.60,,6.70,73.75,15.76,
Finland,FIN,Europe & Central Asia,High income: OECD,1980,13.20,9.30,8295.79,53685000000.00,11232.30,,7.10,73.44,15.69,
Finland,FIN,Europe & Central Asia,High income: OECD,1979,13.30,9.20,7930.63,44498300000.00,9339.18,,7.60,73.16,15.64,
Finland,FIN,Europe & Central Asia,High income: OECD,1978,13.50,9.20,7330.41,36283100000.00,7634.48,,8.10,72.90,15.60,
Finland,FIN,Europe & Central Asia,High income: OECD,1977,13.90,9.30,6726.66,33524700000.00,7074.36,,8.70,72.35,15.56,
Finland,FIN,Europe & Central Asia,High income: OECD,1976,14.10,9.50,6545.75,31873200000.00,6744.70,,9.40,71.81,15.51,
Finland,FIN,Europe & Central Asia,High income: OECD,1975,13.90,9.30,5946.38,29494500000.00,6260.19,,10.10,71.67,15.47,
Finland,FIN,Europe & Central Asia,High income: OECD,1974,13.30,9.50,6140.19,24867300000.00,5301.54,,10.70,71.13,15.40,
Finland,FIN,Europe & Central Asia,High income: OECD,1973,12.20,9.30,6046.83,19486800000.00,4176.27,,11.40,71.22,15.32,
Finland,FIN,Europe & Central Asia,High income: OECD,1972,12.70,9.50,5516.14,14754100000.00,3180.01,,12.00,70.71,15.23,
Finland,FIN,Europe & Central Asia,High income: OECD,1971,13.20,9.90,4889.50,12536700000.00,2718.21,,12.60,70.02,15.14,
Finland,FIN,Europe & Central Asia,High income: OECD,1970,14.00,9.60,4570.91,11366000000.00,2467.48,,13.20,70.18,15.12,
Finland,FIN,Europe & Central Asia,High income: OECD,1969,14.60,9.90,4071.56,10070800000.00,2178.04,,13.80,69.50,15.18,
Finland,FIN,Europe & Central Asia,High income: OECD,1968,15.90,9.70,3628.69,8823030000.00,1907.08,,14.40,69.62,15.19,
Finland,FIN,Europe & Central Asia,High income: OECD,1967,16.80,9.50,3345.39,9368950000.00,2034.19,,15.10,69.67,15.12,
Finland,FIN,Europe & Central Asia,High income: OECD,1966,17.00,9.50,3197.86,9208520000.00,2010.21,,15.80,69.48,15.04,
Finland,FIN,Europe & Central Asia,High income: OECD,1965,17.10,9.70,2938.38,8589340000.00,1882.09,,16.60,68.98,14.98,
Finland,FIN,Europe & Central Asia,High income: OECD,1964,17.70,9.30,2715.38,7766660000.00,1707.50,,17.40,69.22,14.93,
Finland,FIN,Europe & Central Asia,High income: OECD,1963,18.20,9.30,2479.16,6885920000.00,1522.32,,18.40,69.01,14.85,
Finland,FIN,Europe & Central Asia,High income: OECD,1962,18.10,9.50,2389.21,6340580000.00,1411.70,,19.50,68.58,14.75,
Finland,FIN,Europe & Central Asia,High income: OECD,1961,18.40,9.10,2187.62,5921660000.00,1327.43,,20.60,68.84,14.65,
Finland,FIN,Europe & Central Asia,High income: OECD,1960,18.50,9.00,1873.29,5224100000.00,1179.35,,22.00,68.82,,
France,FRA,Europe & Central Asia,High income: OECD,2018,,,,2780000000000.00,41463.60,82.04,3.40,,122.34,9.18
France,FRA,Europe & Central Asia,High income: OECD,2017,11.40,9.00,,2590000000000.00,38679.10,80.50,3.40,82.52,122.12,9.40
France,FRA,Europe & Central Asia,High income: OECD,2016,11.70,8.90,,2470000000000.00,36962.20,79.27,3.40,82.52,122.11,10.06
France,FRA,Europe & Central Asia,High income: OECD,2015,12.00,8.90,,2440000000000.00,36613.40,78.01,3.40,82.32,121.62,10.36
France,FRA,Europe & Central Asia,High income: OECD,2014,12.40,8.50,6939.52,2850000000000.00,43008.60,83.75,3.40,82.67,121.11,10.29
France,FRA,Europe & Central Asia,High income: OECD,2013,12.40,8.70,7367.84,2810000000000.00,42592.90,81.92,3.50,82.22,120.53,9.92
France,FRA,Europe & Central Asia,High income: OECD,2012,12.60,8.70,7363.42,2680000000000.00,40874.70,81.44,3.50,81.97,119.91,9.40
France,FRA,Europe & Central Asia,High income: OECD,2011,12.70,8.40,7232.98,2860000000000.00,43790.70,77.82,3.50,82.11,119.34,8.81
France,FRA,Europe & Central Asia,High income: OECD,2010,12.90,8.50,7734.73,2640000000000.00,40638.30,77.28,3.50,81.66,118.76,8.87
France,FRA,Europe & Central Asia,High income: OECD,2009,12.80,8.50,7338.04,2690000000000.00,41575.40,71.58,3.60,81.41,118.17,8.74
France,FRA,Europe & Central Asia,High income: OECD,2008,12.90,8.50,7643.45,2920000000000.00,45334.10,70.68,3.60,81.21,117.57,7.06
France,FRA,Europe & Central Asia,High income: OECD,2007,12.80,8.30,7513.58,2660000000000.00,41508.40,66.09,3.60,81.11,116.91,7.66
France,FRA,Europe & Central Asia,High income: OECD,2006,13.10,8.30,7540.30,2320000000000.00,36443.60,46.87,3.70,80.81,116.19,8.45
France,FRA,Europe & Central Asia,High income: OECD,2005,12.80,8.50,7652.86,2200000000000.00,34760.20,42.87,3.80,80.16,115.38,8.49
France,FRA,Europe & Central Asia,High income: OECD,2004,12.80,8.30,7661.49,2120000000000.00,33741.30,39.15,3.90,80.16,114.52,8.91
France,FRA,Europe & Central Asia,High income: OECD,2003,12.80,9.10,7529.55,1840000000000.00,29568.40,36.14,4.00,79.11,113.61,8.31
France,FRA,Europe & Central Asia,High income: OECD,2002,12.90,8.80,7299.25,1490000000000.00,24177.30,30.18,4.20,79.26,112.87,8.70
France,FRA,Europe & Central Asia,High income: OECD,2001,13.10,8.80,7342.26,1380000000000.00,22433.60,26.33,4.30,79.16,112.06,8.61
France,FRA,Europe & Central Asia,High income: OECD,2000,13.30,8.90,7224.53,1360000000000.00,22364.00,14.31,4.40,79.06,111.24,10.22
